id,name,path,type,bulletId,param,updateId,updateGold,price,salePrice,unlockedBegin,aimDistance,quality
200313,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-20;5:5;101:1;4:0;2:200;3:0,200314,250,0,568,0,500,3
200314,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-24;5:6;101:1;4:0;2:240;3:0,200315,280,0,768,0,500,3
200315,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-28;5:7;101:1;4:0;2:280;3:0,200316,310,0,992,0,500,3
200316,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-32;5:8;101:1;4:0;2:320;3:0,200317,340,0,1240,0,500,3
200317,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-36;5:9;101:1;4:0;2:360;3:0,200318,370,0,1512,0,500,3
200318,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-40;5:10;101:1;4:0;2:400;3:0,200319,400,0,1808,0,500,3
200319,部位-大炮,res://scence/player/Player_derivedPart3-lack1-1.tscn,1,20030,1:-44;5:11;101:1;4:0;2:440;3:0,0,0,0,2128,0,500,3
200320,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-6;5:2;101:1;4:0;2:60;3:0,200321,130,120,96,0,500,2
200321,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-9;5:3;101:1;4:0;2:90;3:0,200322,155,0,200,0,500,2
200322,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-12;5:4;101:1;4:0;2:120;3:0,200323,180,0,324,0,500,2
200323,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-15;5:5;101:1;4:0;2:150;3:0,200324,205,0,468,0,500,2
200324,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-18;5:6;101:1;4:0;2:180;3:0,200325,230,0,632,0,500,2
200325,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-21;5:7;101:1;4:0;2:210;3:0,200326,255,0,816,0,500,2
200326,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-24;5:8;101:1;4:0;2:240;3:0,200327,280,0,1020,0,500,2
200327,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-27;5:9;101:1;4:0;2:270;3:0,200328,305,0,1244,0,500,2
200328,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-30;5:10;101:1;4:0;2:300;3:0,200329,330,0,1488,0,500,2
200329,部位-大炮,res://scence/player/Player_derivedPart3-lack2-1.tscn,1,20030,1:-33;5:11;101:1;4:0;2:330;3:0,0,0,0,1752,0,500,2
200330,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-4;5:5;101:1;4:0;2:40;3:0,200331,100,100,80,0,500,1
200331,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-6;5:6;101:1;4:0;2:60;3:0,200332,120,0,160,0,500,1
200332,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-8;5:7;101:1;4:0;2:80;3:0,200333,140,0,256,0,500,1
200333,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-10;5:8;101:1;4:0;2:100;3:0,200334,160,0,368,0,500,1
200334,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-12;5:9;101:1;4:0;2:120;3:0,200335,180,0,496,0,500,1
200335,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-14;5:10;101:1;4:0;2:140;3:0,200336,200,0,640,0,500,1
200336,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-16;5:11;101:1;4:0;2:160;3:0,200337,220,0,800,0,500,1
200337,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-18;5:12;101:1;4:0;2:180;3:0,200338,240,0,976,0,500,1
200338,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-20;5:13;101:1;4:0;2:200;3:0,200339,260,0,1168,0,500,1
200339,部位-大炮,res://scence/player/Player_derivedPart3-lack3-1.tscn,1,20030,1:-22;5:14;101:1;4:0;2:220;3:0,0,0,0,1376,0,500,1
200400,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-10;5:1;101:0.8;4:0;2:100;3:0,200401,200,160,128,0,500,4
200401,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-15;5:2;101:0.8;4:0;2:150;3:0,200402,235,0,288,0,500,4
200402,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-20;5:3;101:0.8;4:0;2:200;3:0,200403,270,0,476,0,500,4
200403,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-25;5:4;101:0.8;4:0;2:250;3:0,200404,305,0,692,0,500,4
200404,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-30;5:5;101:0.8;4:0;2:300;3:0,200405,340,0,936,0,500,4
200405,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-35;5:6;101:0.8;4:0;2:350;3:0,200406,375,0,1208,0,500,4
200406,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-40;5:7;101:0.8;4:0;2:400;3:0,200407,410,0,1508,0,500,4
200407,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-45;5:8;101:0.8;4:0;2:450;3:0,200408,445,0,1836,0,500,4
200408,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-50;5:9;101:0.8;4:0;2:500;3:0,200409,480,0,2192,0,500,4
200409,部位-大炮,res://scence/player/Player_derivedPart4-1.tscn,1,20040,1:-55;5:10;101:0.8;4:0;2:550;3:0,0,0,0,2576,0,500,4
200410,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-8;5:1;101:0.8;4:0;2:80;3:0,200411,160,140,112,0,500,3
200411,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-12;5:2;101:0.8;4:0;2:120;3:0,200412,190,0,240,0,500,3
200412,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-16;5:3;101:0.8;4:0;2:160;3:0,200413,220,0,392,0,500,3
200413,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-20;5:4;101:0.8;4:0;2:200;3:0,200414,250,0,568,0,500,3
200414,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-24;5:5;101:0.8;4:0;2:240;3:0,200415,280,0,768,0,500,3
200415,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-28;5:6;101:0.8;4:0;2:280;3:0,200416,310,0,992,0,500,3
200416,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-32;5:7;101:0.8;4:0;2:320;3:0,200417,340,0,1240,0,500,3
200417,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-36;5:8;101:0.8;4:0;2:360;3:0,200418,370,0,1512,0,500,3
200418,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-40;5:9;101:0.8;4:0;2:400;3:0,200419,400,0,1808,0,500,3
200419,部位-大炮,res://scence/player/Player_derivedPart4-lack1-1.tscn,1,20040,1:-44;5:10;101:0.8;4:0;2:440;3:0,0,0,0,2128,0,500,3
200420,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-6;5:1;101:0.8;4:0;2:60;3:0,200421,130,120,96,0,500,2
200421,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-9;5:2;101:0.8;4:0;2:90;3:0,200422,155,0,200,0,500,2
200422,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-12;5:3;101:0.8;4:0;2:120;3:0,200423,180,0,324,0,500,2
200423,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-15;5:4;101:0.8;4:0;2:150;3:0,200424,205,0,468,0,500,2
200424,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-18;5:5;101:0.8;4:0;2:180;3:0,200425,230,0,632,0,500,2
200425,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-21;5:6;101:0.8;4:0;2:210;3:0,200426,255,0,816,0,500,2
200426,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-24;5:7;101:0.8;4:0;2:240;3:0,200427,280,0,1020,0,500,2
200427,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-27;5:8;101:0.8;4:0;2:270;3:0,200428,305,0,1244,0,500,2
200428,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-30;5:9;101:0.8;4:0;2:300;3:0,200429,330,0,1488,0,500,2
200429,部位-大炮,res://scence/player/Player_derivedPart4-lack2-1.tscn,1,20040,1:-33;5:10;101:0.8;4:0;2:330;3:0,0,0,0,1752,0,500,2
200430,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-4;5:1;101:0.8;4:0;2:40;3:0,200431,100,100,80,0,500,1
200431,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-6;5:2;101:0.8;4:0;2:60;3:0,200432,120,0,160,0,500,1
200432,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-8;5:3;101:0.8;4:0;2:80;3:0,200433,140,0,256,0,500,1
200433,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-10;5:4;101:0.8;4:0;2:100;3:0,200434,160,0,368,0,500,1
200434,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-12;5:5;101:0.8;4:0;2:120;3:0,200435,180,0,496,0,500,1
200435,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-14;5:6;101:0.8;4:0;2:140;3:0,200436,200,0,640,0,500,1
200436,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-16;5:7;101:0.8;4:0;2:160;3:0,200437,220,0,800,0,500,1
200437,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-18;5:8;101:0.8;4:0;2:180;3:0,200438,240,0,976,0,500,1
200438,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-20;5:9;101:0.8;4:0;2:200;3:0,200439,260,0,1168,0,500,1
200439,部位-大炮,res://scence/player/Player_derivedPart4-lack3-1.tscn,1,20040,1:-22;5:10;101:0.8;4:0;2:220;3:0,0,0,0,1376,0,500,1
200500,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-10;5:5;101:1;4:0;2:100;3:0,200501,200,160,128,0,500,4
200501,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-15;5:6;101:1;4:0;2:150;3:0,200502,235,0,288,0,500,4
200502,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-20;5:7;101:1;4:0;2:200;3:0,200503,270,0,476,0,500,4
200503,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-25;5:8;101:1;4:0;2:250;3:0,200504,305,0,692,0,500,4
200504,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-30;5:9;101:1;4:0;2:300;3:0,200505,340,0,936,0,500,4
200505,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-35;5:10;101:1;4:0;2:350;3:0,200506,375,0,1208,0,500,4
200506,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-40;5:11;101:1;4:0;2:400;3:0,200507,410,0,1508,0,500,4
200507,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-45;5:12;101:1;4:0;2:450;3:0,200508,445,0,1836,0,500,4
200508,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-50;5:13;101:1;4:0;2:500;3:0,200509,480,0,2192,0,500,4
200509,部位-大炮,res://scence/player/Player_derivedPart5-1.tscn,1,20050,1:-55;5:14;101:1;4:0;2:550;3:0,0,0,0,2576,0,500,4
200510,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-8;5:5;101:1;4:0;2:80;3:0,200511,160,140,112,0,500,3
200511,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-12;5:6;101:1;4:0;2:120;3:0,200512,190,0,240,0,500,3
200512,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-16;5:7;101:1;4:0;2:160;3:0,200513,220,0,392,0,500,3
200513,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-20;5:8;101:1;4:0;2:200;3:0,200514,250,0,568,0,500,3
200514,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-24;5:9;101:1;4:0;2:240;3:0,200515,280,0,768,0,500,3
200515,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-28;5:10;101:1;4:0;2:280;3:0,200516,310,0,992,0,500,3
200516,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-32;5:11;101:1;4:0;2:320;3:0,200517,340,0,1240,0,500,3
200517,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-36;5:12;101:1;4:0;2:360;3:0,200518,370,0,1512,0,500,3
200518,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-40;5:13;101:1;4:0;2:400;3:0,200519,400,0,1808,0,500,3
200519,部位-大炮,res://scence/player/Player_derivedPart5-lack1-1.tscn,1,20050,1:-44;5:14;101:1;4:0;2:440;3:0,0,0,0,2128,0,500,3
200520,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-6;5:5;101:1;4:0;2:60;3:0,200521,130,120,96,0,500,2
200521,部位-大炮,res://scence/player/Player_derivedPart5-lack2-1.tscn,1,20050,1:-9;5:6;101:1;4:0;2:90;3:0,200522,155,0,200,0,500,2
